Method   ; URI                                                  ; Name                             ; Action                                                                      ; Middleware                                           ;
GET|HEAD ; it/prazos/{ano}                                      ; it.prazos                        ; App\Http\Controllers\Proc\ItController@prazos                               ; web,permission:listar-it                             ;
GET|HEAD ; it/recuperar/{id}                                    ; it.restore                       ; App\Http\Controllers\Proc\ItController@restore                              ; web,role:admin                                       ;
GET|HEAD ; it/rel_valores/{ano}                                 ; it.rel_valores                   ; App\Http\Controllers\Proc\ItController@rel_valores                          ; web,permission:listar-it                             ;
GET|HEAD ; it/remover/{id}                                      ; it.destroy                       ; App\Http\Controllers\Proc\ItController@destroy                              ; web,permission:apagar-it                             ;
POST     ; it/salvar                                            ; it.store                         ; App\Http\Controllers\Proc\ItController@store                                ; web,permission:criar-it                              ;
GET|HEAD ; it/ver/{ref}/{ano?}                                  ; it.show                          ; App\Http\Controllers\Proc\ItController@show                                 ; web,permission:ver-it                                ;
GET|HEAD ; link                                                 ; link.index                       ; App\Http\Controllers\Link\LinkController@index                              ; web                                                  ;
PUT      ; link/atualizar/{id}                                  ; link.update                      ; App\Http\Controllers\Link\LinkController@update                             ; web,role:admin                                       ;
GET|HEAD ; link/criar                                           ; link.create                      ; App\Http\Controllers\Link\LinkController@create                             ; web,role:admin                                       ;
GET|HEAD ; link/editar/{id}                                     ; link.edit                        ; App\Http\Controllers\Link\LinkController@edit                               ; web,role:admin                                       ;
DELETE   ; link/remover/{id}                                    ; link.destroy                     ; App\Http\Controllers\Link\LinkController@destroy                            ; web,role:admin                                       ;
POST     ; link/salvar                                          ; link.store                       ; App\Http\Controllers\Link\LinkController@store                              ; web,role:admin                                       ;
GET|HEAD ; local                                                ; local.index                      ; App\Http\Controllers\Apresentacao\LocalController@index                     ; web,permission:,permission:listar-locais             ;
GET|HEAD ; local/apagados                                       ; local.apagados                   ; App\Http\Controllers\Apresentacao\LocalController@apagados                  ; web,permission:,permission:listar-locais             ;
GET|HEAD ; local/apagar/{id}                                    ; local.forceDelete                ; App\Http\Controllers\Apresentacao\LocalController@forceDelete               ; web,permission:,role:admin                           ;
PUT      ; local/atualizar/{id}                                 ; local.update                     ; App\Http\Controllers\Apresentacao\LocalController@update                    ; web,permission:,permission:editar-locais             ;
GET|HEAD ; local/criar                                          ; local.create                     ; App\Http\Controllers\Apresentacao\LocalController@create                    ; web,permission:,permission:criar-locais              ;
GET|HEAD ; local/editar/{id}                                    ; local.edit                       ; App\Http\Controllers\Apresentacao\LocalController@edit                      ; web,permission:,permission:editar-locais             ;
GET|HEAD ; local/recuperar/{id}                                 ; local.restore                    ; App\Http\Controllers\Apresentacao\LocalController@restore                   ; web,permission:,role:admin                           ;
GET|HEAD ; local/remover/{id}                                   ; local.destroy                    ; App\Http\Controllers\Apresentacao\LocalController@destroy                   ; web,permission:,permission:apagar-locais             ;
POST     ; local/salvar                                         ; local.store                      ; App\Http\Controllers\Apresentacao\LocalController@store                     ; web,permission:,permission:criar-locais              ;
GET|HEAD ; log/apagado/{name}                                   ; log.deleted                      ; App\Http\Controllers\Log\LogController@deleted                              ; web                                                  ;
GET|HEAD ; log/atualizado/{name}                                ; log.updated                      ; App\Http\Controllers\Log\LogController@updated                              ; web                                                  ;
GET|HEAD ; log/criado/{name}                                    ; log.created                      ; App\Http\Controllers\Log\LogController@created                              ; web                                                  ;
GET|HEAD ; log/restaurado/{name}                                ; log.restored                     ; App\Http\Controllers\Log\LogController@restored                             ; web                                                  ;
POST     ; login                                                                          ; App\Http\Controllers\Auth\LoginController@login                             ; web,guest                                            ;
GET|HEAD ; login                                                ; login                            ; App\Http\Controllers\Auth\LoginController@showLoginForm                     ; web,guest                                            ;
GET|HEAD ; logout                                                                         ; App\Http\Controllers\HomeController@logout                                  ; web                                                  ;
POST     ; logout                                               ; logout                           ; App\Http\Controllers\Auth\LoginController@logout                            ; web                                                  ;
GET|HEAD ; medalha                                              ; medalha.index                    ; App\Http\Controllers\Policiais\MedalhaController@index                      ; web,permission:listar-medalhas                       ;
GET|HEAD ; medalha/apagados                                     ; medalha.apagados                 ; App\Http\Controllers\Policiais\MedalhaController@apagados                   ; web,role:admin                                       ;
GET|HEAD ; medalha/apagar/{id}                                  ; medalha.forceDelete              ; App\Http\Controllers\Policiais\MedalhaController@forceDelete                ; web,role:admin                                       ;
PUT      ; medalha/atualizar/{id}                               ; medalha.update                   ; App\Http\Controllers\Policiais\MedalhaController@update                     ; web,permission:editar-medalhas                       ;
GET|HEAD ; medalha/criar                                        ; medalha.create                   ; App\Http\Controllers\Policiais\MedalhaController@create                     ; web,permission:criar-medalhas                        ;
GET|HEAD ; medalha/editar/{id}                                  ; medalha.edit                     ; App\Http\Controllers\Policiais\MedalhaController@edit                       ; web,permission:editar-medalhas                       ;
GET|HEAD ; medalha/recuperar/{id}                               ; medalha.restore                  ; App\Http\Controllers\Policiais\MedalhaController@restore                    ; web,role:admin                                       ;
GET|HEAD ; medalha/remover/{id}                                 ; medalha.destroy                  ; App\Http\Controllers\Policiais\MedalhaController@destroy                    ; web,permission:apagar-medalhas                       ;
POST     ; medalha/salvar                                       ; medalha.store                    ; App\Http\Controllers\Policiais\MedalhaController@store                      ; web,permission:criar-medalhas                        ;
GET|HEAD ; memorando                                            ; memorando.index                  ; App\Http\Controllers\Apresentacao\MemorandoController@index                 ; web,permission:listar-memorando-apresentacao         ;
GET|HEAD ; memorando/criar                                      ; memorando.create                 ; App\Http\Controllers\Apresentacao\MemorandoController@create                ; web,permission:criar-memorando-apresentacao          ;
POST     ; movimento/{id}                                       ; movimento.inserir                ; App\Http\Controllers\Proc\MovimentoController@inserir                       ; web                                                  ;
GET|HEAD ; notacoger/apagados/{ano?}                            ; notacoger.apagados               ; App\Http\Controllers\Apresentacao\NotaCogerController@apagados              ; web,role:admin                                       ;
PUT      ; notacoger/atualizar/{id}                             ; notacoger.update                 ; App\Http\Controllers\Apresentacao\NotaCogerController@update                ; web,permission:editar-notas-coger                    ;
GET|HEAD ; notacoger/criar                                      ; notacoger.create                 ; App\Http\Controllers\Apresentacao\NotaCogerController@create                ; web,permission:criar-notas-coger                     ;
GET|HEAD ; notacoger/editar/{ref}/{ano?}                        ; notacoger.edit                   ; App\Http\Controllers\Apresentacao\NotaCogerController@edit                  ; web,permission:editar-notas-coger                    ;
GET|HEAD ; notacoger/lista/{ano?}                               ; notacoger.index                  ; App\Http\Controllers\Apresentacao\NotaCogerController@index                 ; web,permission:listar-notas-coger                    ;
DELETE   ; notacoger/remover/{id}                               ; notacoger.destroy                ; App\Http\Controllers\Apresentacao\NotaCogerController@destroy               ; web,permission:apagar-notas-coger                    ;
POST     ; notacoger/salvar                                     ; notacoger.store                  ; App\Http\Controllers\Apresentacao\NotaCogerController@store                 ; web,permission:criar-notas-coger                     ;
GET|HEAD ; om                                                   ; om.index                         ; App\Http\Controllers\OM\OMController@index                                  ; web,role:admin                                       ;
GET|HEAD ; pad                                                  ; pad.index                        ; App\Http\Controllers\Proc\PadController@index                               ; web,permission:listar-pad                            ;
GET|HEAD ; pad/apagados                                         ; pad.apagados                     ; App\Http\Controllers\Proc\PadController@apagados                            ; web,role:admin                                       ;
GET|HEAD ; pad/apagar/{id}                                      ; pad.forceDelete                  ; App\Http\Controllers\Proc\PadController@forceDelete                         ; web,role:admin                                       ;
PUT      ; pad/atualizar/{id}                                   ; pad.update                       ; App\Http\Controllers\Proc\PadController@update                              ; web,permission:editar-pad                            ;
GET|HEAD ; pad/criar                                            ; pad.create                       ; App\Http\Controllers\Proc\PadController@create                              ; web,permission:criar-pad                             ;
GET|HEAD ; pad/editar/{ref}/{ano?}                              ; pad.edit                         ; App\Http\Controllers\Proc\PadController@edit                                ; web,permission:editar-pad                            ;
GET|HEAD ; pad/lista                                            ; pad.lista                        ; App\Http\Controllers\Proc\PadController@lista                               ; web,permission:listar-pad                            ;
GET|HEAD ; pad/recuperar/{id}                                   ; pad.restore                      ; App\Http\Controllers\Proc\PadController@restore                             ; web,role:admin                                       ;
GET|HEAD ; pad/remover/{id}                                     ; pad.destroy                      ; App\Http\Controllers\Proc\PadController@destroy                             ; web,permission:apagar-pad                            ;
POST     ; pad/salvar                                           ; pad.store                        ; App\Http\Controllers\Proc\PadController@store                               ; web,permission:criar-pad                             ;
GET|HEAD ; pad/ver/{ref}/{ano?}                                 ; pad.show                         ; App\Http\Controllers\Proc\PadController@show                                ; web,permission:ver-pad                               ;
GET|HEAD ; papel                                                ; role.index                       ; App\Http\Controllers\Administracao\RoleController@index                     ; web,role:admin,auth                                  ;
PUT      ; papel/atualizar/{id}                                 ; role.update                      ; App\Http\Controllers\Administracao\RoleController@update                    ; web,role:admin,auth                                  ;
GET|HEAD ; papel/criar                                          ; role.create                      ; App\Http\Controllers\Administracao\RoleController@create                    ; web,role:admin,auth                                  ;
GET|HEAD ; papel/editar/{id}                                    ; role.edit                        ; App\Http\Controllers\Administracao\RoleController@edit                      ; web,role:admin,auth                                  ;
GET|HEAD ; papel/remover/{id}                                   ; role.destroy                     ; App\Http\Controllers\Administracao\RoleController@destroy                   ; web,role:admin,auth                                  ;
POST     ; papel/salvar                                         ; role.store                       ; App\Http\Controllers\Administracao\RoleController@store                     ; web,role:admin,auth                                  ;
POST     ; password/email                                       ; password.email                   ; App\Http\Controllers\Auth\ForgotPasswordController@sendResetLinkEmail       ; web,guest                                            ;
GET|HEAD ; password/reset                                       ; password.request                 ; App\Http\Controllers\Auth\ForgotPasswordController@showLinkRequestForm      ; web,guest                                            ;
POST     ; password/reset                                                                 ; App\Http\Controllers\Auth\ResetPasswordController@reset                     ; web,guest                                            ;
GET|HEAD ; password/reset/{token}                               ; password.reset                   ; App\Http\Controllers\Auth\ResetPasswordController@showResetForm             ; web,guest                                            ;
GET|HEAD ; pendencia/comportamento                              ; pendencia.comportamento          ; App\Http\Controllers\Relatorios\PendenciaController@comportamento           ; web,permission:listar-relatorio-comportamento        ;
GET|HEAD ; pendencia/gerais                                     ; pendencia.gerais                 ; App\Http\Controllers\Relatorios\PendenciaController@geral                   ; web,permission:listar-relatorio-geral                ;
GET|HEAD ; pendencia/graficos                                   ; pendencia.graficos               ; App\Http\Controllers\Relatorios\PendenciaController@graficos                ; web,permission:listar-relatorio-geral                ;
POST     ; pendencia/homeoutraom                                ; pendencia.homeoutraom            ; App\Http\Controllers\Relatorios\PendenciaController@homeOutraOM             ; web,permission:todas-unidades                        ;
GET|HEAD ; pendencia/punicoes                                   ; pendencia.punicoes               ; App\Http\Controllers\Relatorios\PendenciaController@punicoes                ; web,permission:listar-relatorio-punicoes             ;
GET|HEAD ; pendencia/quantidade                                 ; pendencia.quantidade             ; App\Http\Controllers\Relatorios\PendenciaController@quantidade              ; web,permission:listar-relatorio-quantidade           ;
GET|HEAD ; pendencia/sobrestamentos                             ; pendencia.sobrestamentos         ; App\Http\Controllers\Relatorios\PendenciaController@sobrestamentos          ; web,permission:listar-relatorio-sobrestamentos       ;
GET|HEAD ; pendencia/trocaropm                                  ; pendencia.trocaropm              ; App\Http\Controllers\Relatorios\PendenciaController@trocaropm               ; web,permission:todas-unidades                        ;
GET|HEAD ; permissao                                            ; permission.index                 ; App\Http\Controllers\Administracao\PermissionController@index               ; web,role:admin,auth                                  ;
PUT      ; permissao/atualizar/{id}                             ; permission.update                ; App\Http\Controllers\Administracao\PermissionController@update              ; web,role:admin,auth                                  ;
GET|HEAD ; permissao/criar                                      ; permission.create                ; App\Http\Controllers\Administracao\PermissionController@create              ; web,role:admin,auth                                  ;
GET|HEAD ; permissao/editar/{id}                                ; permission.edit                  ; App\Http\Controllers\Administracao\PermissionController@edit                ; web,role:admin,auth                                  ;
GET|HEAD ; permissao/remover/{id}                               ; permission.destroy               ; App\Http\Controllers\Administracao\PermissionController@destroy             ; web,role:admin,auth                                  ;
POST     ; permissao/salvar                                     ; permission.store                 ; App\Http\Controllers\Administracao\PermissionController@store               ; web,role:admin,auth                                  ;
GET|HEAD ; permissao/treeview                                   ; permission.treeview              ; App\Http\Controllers\Administracao\PermissionController@treeview            ; web,role:admin,auth                                  ;
GET|HEAD ; postograd/busca                                      ; postograd.search                 ; App\Http\Controllers\Relatorios\PostoGradController@search                  ; web,permission:listar-relatorio-postograd            ;
POST     ; postograd/resultado                                  ; postograd.result                 ; App\Http\Controllers\Relatorios\PostoGradController@result                  ; web,permission:listar-relatorio-postograd            ;
GET|HEAD ; preso                                                ; preso.index                      ; App\Http\Controllers\Policiais\PresoController@index                        ; web,permission:listar-presos                         ;
GET|HEAD ; preso/apagados                                       ; preso.apagados                   ; App\Http\Controllers\Policiais\PresoController@apagados                     ; web,role:admin                                       ;
GET|HEAD ; preso/apagar/{id}                                    ; preso.forceDelete                ; App\Http\Controllers\Policiais\PresoController@forceDelete                  ; web,role:admin                                       ;
PUT      ; preso/atualizar/{id}                                 ; preso.update                     ; App\Http\Controllers\Policiais\PresoController@update                       ; web,permission:editar-presos                         ;
GET|HEAD ; preso/criar                                          ; preso.create                     ; App\Http\Controllers\Policiais\PresoController@create                       ; web,permission:criar-presos                          ;
GET|HEAD ; preso/editar/{id}                                    ; preso.edit                       ; App\Http\Controllers\Policiais\PresoController@edit                         ; web,permission:editar-presos                         ;
GET|HEAD ; preso/recuperar/{id}                                 ; preso.restore                    ; App\Http\Controllers\Policiais\PresoController@restore                      ; web,role:admin                                       ;
GET|HEAD ; preso/remover/{id}                                   ; preso.destroy                    ; App\Http\Controllers\Policiais\PresoController@destroy                      ; web,permission:apagar-presos                         ;
POST     ; preso/salvar                                         ; preso.store                      ; App\Http\Controllers\Policiais\PresoController@store                        ; web,permission:criar-presos                          ;
GET|HEAD ; presooutro                                           ; presooutro.index                 ; App\Http\Controllers\Policiais\PresoOutroController@index                   ; web,permission:listar-presos-outros                  ;
GET|HEAD ; presooutro/apagados                                  ; presooutro.apagados              ; App\Http\Controllers\Policiais\PresoOutroController@apagados                ; web,role:admin                                       ;
GET|HEAD ; presooutro/apagar/{id}                               ; presooutro.forceDelete           ; App\Http\Controllers\Policiais\PresoOutroController@forceDelete             ; web,role:admin                                       ;
PUT      ; presooutro/atualizar/{id}                            ; presooutro.update                ; App\Http\Controllers\Policiais\PresoOutroController@update                  ; web,permission:editar-presos-outros                  ;
GET|HEAD ; presooutro/criar                                     ; presooutro.create                ; App\Http\Controllers\Policiais\PresoOutroController@create                  ; web,permission:criar-presos-outros                   ;
GET|HEAD ; presooutro/editar/{id}                               ; presooutro.edit                  ; App\Http\Controllers\Policiais\PresoOutroController@edit                    ; web,permission:editar-presos-outros                  ;
GET|HEAD ; presooutro/recuperar/{id}                            ; presooutro.restore               ; App\Http\Controllers\Policiais\PresoOutroController@restore                 ; web,role:admin                                       ;
GET|HEAD ; presooutro/remover/{id}                              ; presooutro.destroy               ; App\Http\Controllers\Policiais\PresoOutroController@destroy                 ; web,permission:apagar-presos-outros                  ;
POST     ; presooutro/salvar                                    ; presooutro.store                 ; App\Http\Controllers\Policiais\PresoOutroController@store                   ; web,permission:criar-presos-outros                   ;
GET|HEAD ; processo/busca                                       ; processo.search                  ; App\Http\Controllers\Relatorios\ProcessoController@search                   ; web,permission:listar-relatorio-processos            ;
POST     ; processo/resultado                                   ; processo.result                  ; App\Http\Controllers\Relatorios\ProcessoController@result                   ; web,permission:listar-relatorio-processos            ;
GET|HEAD ; procoutro                                            ; procoutro.index                  ; App\Http\Controllers\Proc\ProcOutroController@index                         ; web,permission:listar-proc-outros                    ;
GET|HEAD ; procoutro/andamento                                  ; procoutro.andamento              ; App\Http\Controllers\Proc\ProcOutroController@andamento                     ; web,permission:listar-proc-outros                    ;
GET|HEAD ; procoutro/apagados                                   ; procoutro.apagados               ; App\Http\Controllers\Proc\ProcOutroController@apagados                      ; web,role:admin                                       ;
GET|HEAD ; procoutro/apagar/{id}                                ; procoutro.forceDelete            ; App\Http\Controllers\Proc\ProcOutroController@forceDelete                   ; web,role:admin                                       ;
PUT      ; procoutro/atualizar/{id}                             ; procoutro.update                 ; App\Http\Controllers\Proc\ProcOutroController@update                        ; web,permission:editar-proc-outros                    ;
GET|HEAD ; procoutro/criar                                      ; procoutro.create                 ; App\Http\Controllers\Proc\ProcOutroController@create                        ; web,permission:criar-proc-outros                     ;
GET|HEAD ; procoutro/editar/{ref}/{ano?}                        ; procoutro.edit                   ; App\Http\Controllers\Proc\ProcOutroController@edit                          ; web,permission:editar-proc-outros                    ;
GET|HEAD ; procoutro/julgamento                                 ; procoutro.julgamento             ; App\Http\Controllers\Proc\ProcOutroController@julgamento                    ; web,permission:listar-proc-outros                    ;
GET|HEAD ; procoutro/lista                                      ; procoutro.lista                  ; App\Http\Controllers\Proc\ProcOutroController@lista                         ; web,permission:listar-proc-outros                    ;
GET|HEAD ; procoutro/prazos                                     ; procoutro.prazos                 ; App\Http\Controllers\Proc\ProcOutroController@prazos                        ; web,permission:listar-proc-outros                    ;
GET|HEAD ; procoutro/recuperar/{id}                             ; procoutro.restore                ; App\Http\Controllers\Proc\ProcOutroController@restore                       ; web,role:admin                                       ;
GET|HEAD ; procoutro/rel_situacao                               ; procoutro.rel_situacao           ; App\Http\Controllers\Proc\ProcOutroController@rel_situacao                  ; web,permission:listar-proc-outros                    ;
GET|HEAD ; procoutro/remover/{id}                               ; procoutro.destroy                ; App\Http\Controllers\Proc\ProcOutroController@destroy                       ; web,permission:apagar-proc-outros                    ;
POST     ; procoutro/salvar                                     ; procoutro.store                  ; App\Http\Controllers\Proc\ProcOutroController@store                         ; web,permission:criar-proc-outros                     ;
GET|HEAD ; procoutro/ver/{ref}/{ano?}                           ; procoutro.show                   ; App\Http\Controllers\Proc\ProcOutroController@show                          ; web,permission:ver-proc-outros                       ;
GET|HEAD ; punido/apagar/{id}                                   ; punido.forceDelete               ; App\Http\Controllers\Policiais\PunidoController@forceDelete                 ; web,role:admin                                       ;
PUT      ; punido/atualizar/{id}                                ; punido.update                    ; App\Http\Controllers\Policiais\PunidoController@update                      ; web,permission:editar-punidos                        ;
GET|HEAD ; punido/conselho                                      ; punido.conselho                  ; App\Http\Controllers\Policiais\PunidoController@conselho                    ; web,permission:listar-punidos                        ;
GET|HEAD ; punido/criar                                         ; punido.create                    ; App\Http\Controllers\Policiais\PunidoController@create                      ; web,permission:criar-punidos                         ;
GET|HEAD ; punido/editar/{id}                                   ; punido.edit                      ; App\Http\Controllers\Policiais\PunidoController@edit                        ; web,permission:editar-punidos                        ;
GET|HEAD ; punido/recuperar/{id}                                ; punido.restore                   ; App\Http\Controllers\Policiais\PunidoController@restore                     ; web,role:admin                                       ;
GET|HEAD ; punido/remover/{id}                                  ; punido.destroy                   ; App\Http\Controllers\Policiais\PunidoController@destroy                     ; web,permission:apagar-punidos                        ;
POST     ; punido/salvar                                        ; punido.store                     ; App\Http\Controllers\Policiais\PunidoController@store                       ; web,permission:criar-punidos                         ;
GET|HEAD ; punido/{proc?}                                       ; punido.index                     ; App\Http\Controllers\Policiais\PunidoController@index                       ; web,permission:listar-punidos                        ;
GET|HEAD ; recurso                                              ; recurso.index                    ; App\Http\Controllers\Proc\RecursoController@index                           ; web,permission:listar-recursos                       ;
GET|HEAD ; recurso/apagados                                     ; recurso.apagados                 ; App\Http\Controllers\Proc\RecursoController@apagados                        ; web,role:admin                                       ;
GET|HEAD ; recurso/apagar/{id}                                  ; recurso.forceDelete              ; App\Http\Controllers\Proc\RecursoController@forceDelete                     ; web,role:admin                                       ;
PUT      ; recurso/atualizar/{id}                               ; recurso.update                   ; App\Http\Controllers\Proc\RecursoController@update                          ; web,permission:editar-recursos                       ;
GET|HEAD ; recurso/criar                                        ; recurso.create                   ; App\Http\Controllers\Proc\RecursoController@create                          ; web,permission:criar-recursos                        ;
GET|HEAD ; recurso/editar/{ref}/{ano?}                          ; recurso.edit                     ; App\Http\Controllers\Proc\RecursoController@edit                            ; web,permission:editar-recursos                       ;
GET|HEAD ; recurso/lista                                        ; recurso.lista                    ; App\Http\Controllers\Proc\RecursoController@lista                           ; web,permission:listar-recursos                       ;
GET|HEAD ; recurso/proc/{proc}                                  ; recurso.proc                     ; App\Http\Controllers\Proc\RecursoController@proc                            ; web,permission:listar-recursos                       ;
GET|HEAD ; recurso/recuperar/{id}                               ; recurso.restore                  ; App\Http\Controllers\Proc\RecursoController@restore                         ; web,role:admin                                       ;
GET|HEAD ; recurso/remover/{id}                                 ; recurso.destroy                  ; App\Http\Controllers\Proc\RecursoController@destroy                         ; web,permission:apagar-recursos                       ;
POST     ; recurso/salvar                                       ; recurso.store                    ; App\Http\Controllers\Proc\RecursoController@store                           ; web,permission:criar-recursos                        ;
GET|HEAD ; recurso/ver/{ref}/{ano?}                             ; recurso.show                     ; App\Http\Controllers\Proc\RecursoController@show                            ; web,permission:ver-recursos                          ;
POST     ; register                                                                       ; App\Http\Controllers\Auth\RegisterController@register                       ; web,guest                                            ;
GET|HEAD ; register                                             ; register                         ; App\Http\Controllers\Auth\RegisterController@showRegistrationForm           ; web,guest                                            ;
GET|HEAD ; reintegrado                                          ; reintegrado.index                ; App\Http\Controllers\Policiais\ReintegradoController@index                  ; web,permission:listar-reintegrados                   ;
GET|HEAD ; reintegrado/apagados                                 ; reintegrado.apagados             ; App\Http\Controllers\Policiais\ReintegradoController@apagados               ; web,role:admin                                       ;
GET|HEAD ; reintegrado/apagar/{id}                              ; reintegrado.forceDelete          ; App\Http\Controllers\Policiais\ReintegradoController@forceDelete            ; web,role:admin                                       ;
PUT      ; reintegrado/atualizar/{id}                           ; reintegrado.update               ; App\Http\Controllers\Policiais\ReintegradoController@update                 ; web,permission:editar-reintegrados                   ;
GET|HEAD ; reintegrado/criar                                    ; reintegrado.create               ; App\Http\Controllers\Policiais\ReintegradoController@create                 ; web,permission:criar-reintegrados                    ;
GET|HEAD ; reintegrado/editar/{id}                              ; reintegrado.edit                 ; App\Http\Controllers\Policiais\ReintegradoController@edit                   ; web,permission:editar-reintegrados                   ;
GET|HEAD ; reintegrado/recuperar/{id}                           ; reintegrado.restore              ; App\Http\Controllers\Policiais\ReintegradoController@restore                ; web,role:admin                                       ;
GET|HEAD ; reintegrado/remover/{id}                             ; reintegrado.destroy              ; App\Http\Controllers\Policiais\ReintegradoController@destroy                ; web,permission:apagar-reintegrados                   ;
POST     ; reintegrado/salvar                                   ; reintegrado.store                ; App\Http\Controllers\Policiais\ReintegradoController@store                  ; web,permission:criar-reintegrados                    ;
GET|HEAD ; relatorio/abuso                                      ; relatorio.abuso                  ; App\Http\Controllers\Relatorios\RelatorioController@abuso                   ; web                                                  ;
GET|HEAD ; relatorio/defensor                                   ; relatorio.defensor               ; App\Http\Controllers\Relatorios\RelatorioController@defensor                ; web,permission:listar-relatorio-defensores           ;
GET|HEAD ; relatorio/encarregado/busca                          ; relatorio.encarregado.search     ; App\Http\Controllers\Relatorios\RelatorioController@searchEncarregado       ; web,permission:listar-relatorio-encarregados         ;
POST     ; relatorio/encarregado/resultado                      ; relatorio.encarregado.result     ; App\Http\Controllers\Relatorios\RelatorioController@resultEncarregado       ; web,permission:listar-relatorio-encarregados         ;
GET|HEAD ; relatorio/ofendido/busca                             ; relatorio.ofendido.search        ; App\Http\Controllers\Relatorios\RelatorioController@searchOfendido          ; web,permission:listar-relatorio-ofendidos            ;
POST     ; relatorio/ofendido/resultado                         ; relatorio.ofendido.result        ; App\Http\Controllers\Relatorios\RelatorioController@resultOfendido          ; web,permission:listar-relatorio-ofendidos            ;
GET|HEAD ; relatorio/prioritarios/{proc}                        ; relatorio.prioritarios           ; App\Http\Controllers\Relatorios\PrioritarioController@index                 ; web,permission:listar-relatorio-prioritarios         ;
GET|HEAD ; relatorio/protocolo                                  ; relatorio.protocolo              ; App\Http\Controllers\Policiais\ProtocoloController@index                    ; web                                                  ;
GET|HEAD ; relatorio/sobrestamento/{proc}                       ; relatorio.sobrestamento          ; App\Http\Controllers\Relatorios\SobrestamentoController@index               ; web,permission:listar-relatorio-sobrestamento        ;
GET|HEAD ; relatorio/violenciadomestica                         ; relatorio.violenciadomestica     ; App\Http\Controllers\Relatorios\RelatorioController@violenciadomestica      ; web                                                  ;
GET|HEAD ; respondendo                                          ; respondendo.index                ; App\Http\Controllers\Policiais\RespondendoController@index                  ; web,permission:listar-respondendo                    ;
GET|HEAD ; respondendo/apagados                                 ; respondendo.apagados             ; App\Http\Controllers\Policiais\RespondendoController@apagados               ; web,role:admin                                       ;
GET|HEAD ; respondendo/apagar/{id}                              ; respondendo.forceDelete          ; App\Http\Controllers\Policiais\RespondendoController@forceDelete            ; web,role:admin                                       ;
PUT      ; respondendo/atualizar/{id}                           ; respondendo.update               ; App\Http\Controllers\Policiais\RespondendoController@update                 ; web,permission:editar-respondendo                    ;
POST     ; respondendo/busca                                    ; respondendo.search               ; App\Http\Controllers\Policiais\RespondendoController@search                 ; web,permission:listar-respondendo                    ;
GET|HEAD ; respondendo/criar                                    ; respondendo.create               ; App\Http\Controllers\Policiais\RespondendoController@create                 ; web,permission:criar-respondendo                     ;
GET|HEAD ; respondendo/editar/{id}                              ; respondendo.edit                 ; App\Http\Controllers\Policiais\RespondendoController@edit                   ; web,permission:editar-respondendo                    ;
GET|HEAD ; respondendo/recuperar/{id}                           ; respondendo.restore              ; App\Http\Controllers\Policiais\RespondendoController@restore                ; web,role:admin                                       ;
GET|HEAD ; respondendo/remover/{id}                             ; respondendo.destroy              ; App\Http\Controllers\Policiais\RespondendoController@destroy                ; web,permission:apagar-respondendo                    ;
POST     ; respondendo/salvar                                   ; respondendo.store                ; App\Http\Controllers\Policiais\RespondendoController@store                  ; web,permission:criar-respondendo                     ;
GET|HEAD ; restricao/apagar/{id}                                ; restricao.forceDelete            ; App\Http\Controllers\Policiais\RestricaoController@forceDelete              ; web,role:admin                                       ;
PUT      ; restricao/atualizar/{id}                             ; restricao.update                 ; App\Http\Controllers\Policiais\RestricaoController@update                   ; web,permission:editar-restricoes                     ;
GET|HEAD ; restricao/criar                                      ; restricao.create                 ; App\Http\Controllers\Policiais\RestricaoController@create                   ; web,permission:criar-restricoes                      ;
GET|HEAD ; restricao/editar/{id}                                ; restricao.edit                   ; App\Http\Controllers\Policiais\RestricaoController@edit                     ; web,permission:editar-restricoes                     ;
GET|HEAD ; restricao/lista/{ano?}                               ; restricao.index                  ; App\Http\Controllers\Policiais\RestricaoController@index                    ; web,permission:listar-restricoes                     ;
GET|HEAD ; restricao/recuperar/{id}                             ; restricao.restore                ; App\Http\Controllers\Policiais\RestricaoController@restore                  ; web,role:admin                                       ;
GET|HEAD ; restricao/remover/{id}                               ; restricao.destroy                ; App\Http\Controllers\Policiais\RestricaoController@destroy                  ; web,permission:apagar-restricoes                     ;
POST     ; restricao/salvar                                     ; restricao.store                  ; App\Http\Controllers\Policiais\RestricaoController@store                    ; web,permission:criar-restricoes                      ;
GET|HEAD ; sai                                                  ; sai.index                        ; App\Http\Controllers\Policiais\SaiController@index                          ; web,permission:sai,permission:listar-sai             ;
GET|HEAD ; sai/andamento/{ano}                                  ; sai.andamento                    ; App\Http\Controllers\Policiais\SaiController@andamento                      ; web,permission:sai,permission:listar-sai             ;
GET|HEAD ; sai/apagados/{ano}                                   ; sai.apagados                     ; App\Http\Controllers\Policiais\SaiController@apagados                       ; web,permission:sai,role:admin                        ;
GET|HEAD ; sai/apagar/{id}                                      ; sai.forceDelete                  ; App\Http\Controllers\Policiais\SaiController@forceDelete                    ; web,permission:sai,role:admin                        ;
PUT      ; sai/atualizar/{id}                                   ; sai.update                       ; App\Http\Controllers\Policiais\SaiController@update                         ; web,permission:sai,permission:editar-sai             ;
GET|HEAD ; sai/criar                                            ; sai.create                       ; App\Http\Controllers\Policiais\SaiController@create                         ; web,permission:sai,permission:criar-sai              ;
